1.303430747457848042e+02,1.747836661941226737e+02,2.046844253874989761e+02,2.281947128272969110e+02,2.476560358983294066e+02,2.644568173998453062e+02,2.794773527246064759e+02,2.935178058815452573e+02,3.063821372365945308e+02,3.180830388767958539e+02,3.291331375455267221e+02,3.395415649577921613e+02,3.493380548188605985e+02,3.586525475600019490e+02,3.675503682366533553e+02
9.786148278052285224e-13,1.055409021253285573e+02,1.385666902818658457e+02,1.610320976270643882e+02,1.792788941828634677e+02,1.946614836245688309e+02,2.078592620380158849e+02,2.189265487848761893e+02,2.293266638597220322e+02,2.393677593155266550e+02,2.483463327627372905e+02,2.567424135177051880e+02,2.647831616120915328e+02,2.723848362440253936e+02,2.796372176665822735e+02
nan,1.055154479558477050e+02,1.385823163462469552e+02,1.609573025988186430e+02,1.791846698180862916e+02,1.946024629366044678e+02,2.078108472534422617e+02,2.189241740710376973e+02,2.293365910103463250e+02,2.393674488856006235e+02,2.483362972163762095e+02,2.567075768382171077e+02,2.647401989608177360e+02,2.723476219656440094e+02,2.796007090339513752e+02
nan,6.199030384195466074e-13,9.410293988925884889e+01,1.221005168778623755e+02,1.411277402305976523e+02,1.561924882936974086e+02,1.694619000497339982e+02,1.815389673507812631e+02,1.914165337861359717e+02,1.999249187777497241e+02,2.084564359968067606e+02,2.163963076673674664e+02,2.236233728197543940e+02,2.304317371612052909e+02,2.368941547200136313e+02
nan,nan,9.411855181140472837e+01,1.220357788437556650e+02,1.411017251417091529e+02,1.561965013245462330e+02,1.694480499484184293e+02,1.815104981415868224e+02,1.913621216386727042e+02,1.998309731363674757e+02,2.083848857474011425e+02,2.163398597912013770e+02,2.235416128664404880e+02,2.303704575342120506e+02,2.368642659241617991e+02
nan,nan,8.528220508408107226e-12,8.700198308281065351e+01,1.118173575287550818e+02,1.290466842854420122e+02,1.422687592304778263e+02,1.535471169675949170e+02,1.645972734314972286e+02,1.742609508810160435e+02,1.819076514987179110e+02,1.892042449736016465e+02,1.963187967625587191e+02,2.028832683910650871e+02,2.090844555052426870e+02
nan,nan,nan,8.695864997224276749e+01,1.118142832534152831e+02,1.290189465490502982e+02,1.422104345040411317e+02,1.535374906898925076e+02,1.645981779595950343e+02,1.742599182779057116e+02,1.819067675493193121e+02,1.892041392633779822e+02,1.963061288243083027e+02,2.028648199594009611e+02,2.090624313141081814e+02
nan,nan,nan,3.160700504972039878e-10,8.190556105838975043e+01,1.046110142794711919e+02,1.204891377794692175e+02,1.328006214990925002e+02,1.425350436992563345e+02,1.522730891213188329e+02,1.617323170078337853e+02,1.692580786228300838e+02,1.759136119940188507e+02,1.823394926270856047e+02,1.883169373693760633e+02
nan,nan,nan,nan,8.185752396249209539e+01,1.045974789458252303e+02,1.204894315190911271e+02,1.328012985677368079e+02,1.425144006145934270e+02,1.522122116838847319e+02,1.617110555438863173e+02,1.692578165676611093e+02,1.759094630085829749e+02,1.823205683278654590e+02,1.883089172573830581e+02
nan,nan,nan,nan,5.455358589785523021e-09,7.797552829656986262e+01,9.917167953591865626e+01,1.138840529201822420e+02,1.258249411389462438e+02,1.346269228911470179e+02,1.429160970606154422e+02,1.518159329580095402e+02,1.593846088601383713e+02,1.657738660170700200e+02,1.717778019133883163e+02
