3.382399792639866973e+02,2.106096897266859003e+02,1.471309442920505717e+02,1.326188604350199114e+02,1.580314140504391389e+02,1.299815949347982382e+02,1.616798346975783431e+02,1.243358210540708626e+02,1.164478866904009635e+02,1.007046524451994571e+02
2.922961787264788427e+02,1.793495168133720767e+02,1.313058392631399443e+02,1.224689553403833173e+02,1.190391583351152605e+02,8.681012620965518067e+01,9.745998130485209288e+01,9.223474928852198218e+01,6.680889145476969304e+01,6.578718474937831218e+01
2.520200455649871856e+02,1.251944964468279693e+02,9.633803642879458096e+01,1.007752135320689035e+02,7.374383229916709581e+01,5.703383567649978403e+01,7.134549000305403865e+01,5.926988430564701815e+01,6.621997338660500532e+01,6.286828898407227939e+01
2.301164832164246548e+02,9.522156320985199329e+01,8.126255121557237260e+01,6.880248960349177878e+01,5.969543189964501551e+01,9.172551580639441227e+01,5.999802890739352534e+01,5.297165863563346733e+01,5.333099535604477381e+01,6.290809902696170752e+01
1.888385246453005379e+02,1.032774701736324516e+02,8.899878957609978158e+01,8.082832351568907825e+01,6.180467037696815424e+01,6.034055599702728756e+01,5.729770161621928537e+01,5.163825864646759101e+01,5.225272298823740158e+01,5.637397272583913121e+01
1.343704066255290570e+02,8.910747441741195018e+01,8.519388293374380794e+01,7.079098611865570945e+01,6.589984918553615501e+01,6.083382445726842747e+01,5.184764660758169441e+01,6.413301638881843303e+01,5.859094472942762621e+01,5.905144101368091469e+01
1.203481213280255560e+02,9.212857279740173055e+01,8.378381916348895686e+01,5.888110573355820776e+01,5.401700368519964002e+01,5.069812892312628350e+01,5.442374943803638132e+01,4.921242926530843675e+01,5.352989938722544139e+01,6.762029248013072902e+01
1.374318709911731844e+02,1.006493300899366261e+02,7.503075860289764876e+01,8.266491193769316226e+01,5.928001814365200772e+01,5.717856001468121718e+01,5.651346476649180772e+01,5.290577427105052521e+01,5.794443532283315079e+01,5.010353480539525606e+01
1.175469191266206792e+02,8.865972519537699270e+01,7.452969212854877412e+01,8.144411160352832724e+01,6.071114289428117416e+01,5.202999839672710181e+01,5.331970846661518237e+01,4.992957902887692967e+01,5.117121743544002754e+01,4.858760868360136698e+01
1.143281884893055604e+02,9.873583130437323518e+01,6.438926147620031770e+01,6.644493612754003209e+01,6.766081261957518223e+01,6.422857231743894602e+01,5.652007616231902887e+01,6.260185039491103964e+01,5.459230051340404799e+01,5.932819734281993362e+01
