actual,predicted
0.0,-24.781572
0.0,-28.170168
0.0,-26.74098
0.0,-28.813362
0.0,-28.630863
0.0,-25.479698
0.0,-24.88253
0.0,-29.377483
0.0,-35.643337
0.0,-41.21933
0.0,-24.48256
0.0,-29.728317
0.0,-29.338217
0.0,-29.804277
0.0,-32.467926
0.0,-31.380129
0.0,-28.77388
0.0,-25.293982
0.0,-28.696953
0.0,-28.489136
2.403572864491826,-26.123535
6.038602717471134,-26.54357
7.774340925586397,-15.11457
7.774340925586397,-14.8736
7.774340925586397,-20.833467
7.774340925586399,-20.182442
7.774340925586399,-21.044611
10.587686916098297,-15.388906
30.957643057220377,-7.7554464
54.51468696044428,16.844057
78.58357766720191,36.166264
97.634322411066,59.378635
99.72354722260087,74.721405
102.78689685877326,68.48806
102.78689685877325,83.148155
102.78689685877326,74.244835
102.78689685877325,74.82344
102.78689685877325,77.34965
99.97355086826136,72.351295
79.60359472713925,58.053837
56.046550823915354,33.09696
31.977660117157736,11.0919
10.523342508801832,-11.916947
4.7990878442876435,-21.82256
0.0,-26.540457
0.0,-26.595604
0.0,-25.30632
0.0,-26.143812
0.0,-24.3757
7.29604926130667,-25.111376
9.319121184328978,-17.529524
9.319121184328978,-14.275789
13.44468372219175,-17.617071
17.857007373296582,-10.300541
26.634991776274127,-3.7317038
35.181192649252225,5.170226
43.30424946034756,11.786914
46.06038602530514,21.389008
48.273331053285794,18.779003
51.324852180144,23.123108
51.90097515516513,19.787298
55.99016067876195,30.729853
62.32643283552266,35.743546
60.4548837367966,34.578396
56.042560085691775,29.203892
51.16302180461189,24.093103
44.77896392052453,20.293486
36.655907109429194,15.174222
33.899770544471615,10.534215
33.151304595764216,7.499349
30.099783468906015,3.7808418
22.22761123257821,-1.6058922
18.726936336472704,-7.9020023
14.044682387148312,-8.295428
14.784155877396511,-14.19779
22.48695018941551,-10.197973
36.712301367972486,-2.9830456
47.94477151826683,17.864477
71.41099076018517,27.477728
92.13648955932135,60.58316
109.53361547581282,64.38385
123.89904574301984,92.04611
148.3156220826561,101.941
168.57336688174846,132.06091
188.6748504435722,151.93115
194.94489792912557,170.95949
207.08187913058802,161.68655
203.7017651993905,179.8744
206.89038370146275,169.1123
194.0448432247315,174.82906
201.9646603534134,150.75388
230.61527578216823,178.7277
254.41360335241242,216.59792
276.65040441085074,224.4067
296.31649890666864,257.02664
339.92986721792806,271.2266
370.0138437399369,349.71167
398.8805717399086,345.92075
449.7497857209711,397.85623
526.2477369268317,470.6355
623.949720987092,572.4513
692.9390358044184,639.29944
748.0131284683034,736.2124
820.7333503420584,791.46356
909.4460010067057,845.3845
977.5321482252982,982.8116
1020.1131198538521,999.79315
1076.3166657899205,1067.1115
1128.0569746123365,1092.8558
1218.2288725314797,1139.5765
1246.2777420008515,1267.6074
1260.3637010888096,1257.3783
1293.0302898899847,1272.6356
1317.7639691355369,1312.2238
1331.2865956707915,1335.8372
1298.444977792224,1325.0579
1248.5767399529211,1291.6134
1220.104953150769,1203.1559
1240.1890939942919,1195.227
1249.1915969111726,1244.6364
1242.6132388627482,1203.1765
1230.90188532556,1253.7937
1149.971862964275,1214.7925
1066.834098008591,1058.2411
958.6072079282765,975.4314
868.4012350876274,846.86945
805.4908691341763,778.5928
807.1671446403582,767.07965
834.4942495996446,756.43744
845.0201815229965,793.2
827.9275523024165,825.2373
748.8509398911254,756.92645
725.5426419064792,670.5976
768.4761858986952,731.915
821.5357828875115,769.76355
876.447040949525,888.2955
950.819926725175,903.78156
1013.0425338708225,1000.48755
1092.1815736611663,1040.8932
1128.1443439664827,1112.9869
1126.4353836885546,1131.7052
1174.3893055447354,1128.8322
1240.9898441731657,1223.6172
1239.907877811041,1284.264
1228.660041214287,1246.3936
1206.9883107230166,1200.245
1228.0358739105727,1209.0822
1204.8907236547432,1209.8251
1186.0921505197218,1184.5377
1157.2909502003936,1117.3267
1108.2900335002,1107.2526
1074.0503249400103,1066.621
1065.5009884459732,1007.93805
1082.6874622466605,1035.6748
1153.0574637249597,1125.9056
1181.2733056564587,1229.0154
1218.0265165908818,1204.6432
1204.7239740346831,1221.3751
1207.7655091394877,1194.6752
1201.3447671813256,1202.1375
1177.6197640338078,1156.1777
1221.7796031824469,1153.4012
1260.8773140969354,1252.5834
1240.7489363886789,1261.5499
1225.4916145114282,1194.8557
1151.4645802770347,1189.667
1152.5270188022364,1121.199
1143.159075768502,1123.7827
1141.8338669186146,1158.4729
1124.5986094925229,1127.371
1118.6422644933377,1117.4609
1106.030356628227,1089.9729
1026.8771219268624,1029.7909
973.0884989456422,941.86176
892.6327688260227,908.9403
808.8592556776694,774.21857
800.3220955281322,746.4589
776.0670317906809,746.32837
715.1487447887398,714.9952
682.9018230321709,658.569
654.6576097837922,630.93677
617.3842237528877,592.7535
564.5697890751883,545.0943
574.0268154468175,501.72757
556.154659546495,526.93854
589.44048752409,541.9318
584.382643624691,562.85406
565.2018537725506,524.9834
528.7347131776518,507.46503
541.3581615271419,489.15875
514.8614445820521,513.4969
529.472508075197,459.4406
565.2152650871287,521.07776
580.5314581889734,570.8389
520.53807877376,516.01355
490.92507609299633,448.1203
500.7414382913223,427.41183
502.9857952089144,473.50323
495.4589648445451,456.42087
505.108272589972,464.24564
493.0504673033567,457.98923
508.2958454786857,471.5612
470.22825097135103,459.42056
418.21064617519187,390.1715
418.1878007689221,366.0198
477.99705548246857,415.5867
503.55248111995667,464.1084
473.52474714117665,446.53778
480.930289556746,427.332
485.5390690757632,453.43793
475.4100296332324,439.74643
473.8016914747736,439.52307
464.9935352386828,447.5727
450.5436730620912,436.38434
449.1294323403559,409.18277
431.3505364468183,395.79684
420.0744331283288,355.2515
