actual,predicted
0.0,-45.58941
0.0,-54.87821
0.0,-53.282135
0.0,-50.772625
0.0,-50.41569
0.0,-42.020626
0.0,-50.97448
0.0,-61.00918
0.0,-58.237362
0.0,-51.49547
0.0,-39.034492
0.0,-35.45231
0.0,-42.328102
0.0,-40.78028
0.0,-48.37543
0.0,-48.46778
0.0,-15.121678
0.0,-21.395258
0.0,-46.7555
-0.4407599680086611,-46.172855
1.2727630097956806,-33.149208
0.5511032496223052,-21.804329
-3.7237691347222497,-6.552504
-1.9156190026881705,-20.855505
10.5059114564814,-32.884087
24.34002463455082,-29.947544
28.922034493641036,0.18724504
20.725425986181406,17.437511
17.423098600660175,8.717281
-8.452502922314258,-28.790163
-21.297392197218567,-51.77801
8.41607178178553,-31.370312
71.53552206176207,20.467611
182.3858467517197,90.923615
266.9056933247051,262.543
275.5419325430142,270.0182
202.95708855046703,202.5541
103.38333215669422,124.920586
38.61050450156866,43.431732
-1.071558839747513,18.322805
-2.890063992251061,-28.05834
3.98224260357532,-31.674166
-3.435761236911527,-34.341034
2.8224895272283264,-33.376125
-0.8800423053395006,-51.506325
0.0,-13.49518
0.0,-21.855127
0.0,-14.37176
-1.3379275854335062,-12.707732
5.515896526958763,-26.876028
-4.631600360064781,-36.512917
-8.574905894596403,-23.47144
8.739268653366157,-29.011454
24.926629792626947,-5.2336125
36.419358316367614,-3.7288167
31.691058731439398,26.608364
24.5822031359522,-8.23074
25.801310135098216,-7.4710364
55.40197172396925,15.318306
95.20980481433303,60.699024
98.50351947007576,75.19155
71.41332958471376,71.853035
43.99861827161019,42.91718
25.643080205598093,1.2932909
40.59551203089307,9.878415
70.56592198955701,29.35458
78.58888166340071,74.43748
54.86644899040294,45.332733
31.69742865953099,28.573298
21.10654484862001,1.6109507
20.42713880383852,-6.8774014
16.768727463440353,4.9209123
16.880422137818627,0.7440209
3.1763843558852547,-12.555604
-1.8567744553287437,-48.28201
7.944743225097263,-20.77991
16.174958486225957,-22.983557
2.8994999530776377,-8.672112
21.419341852060402,-13.745019
49.67660177468043,25.544538
92.63519494864269,21.53184
147.00063857442916,90.186165
212.73516293360686,167.73523
228.1747657692177,202.47125
216.62340402511447,199.36812
195.05800015633469,173.58647
222.69871779020835,167.32523
227.35400566493053,214.95583
243.12552371420352,224.2079
209.71910640656145,211.77628
189.48236631634566,164.52043
172.93092622919994,144.31902
143.27691628057306,163.23558
153.49296531122718,97.20028
203.283341781353,174.4046
320.65556081864065,202.02118
408.2652490338009,415.24268
479.4283427749359,394.76642
531.0081889037425,499.22543
540.1055104029521,559.4425
540.9954344173564,548.34326
517.603915883299,502.92664
566.0665945001706,453.7033
749.8297661202258,677.86194
983.9828304480355,916.897
1115.4877380168516,1166.9272
1129.2385410887002,1061.5011
1172.5435444016707,1100.8082
1250.2916925673253,1229.0564
1375.2645272931422,1335.3296
1269.6176886787166,1418.219
1126.7423478474502,1071.5094
1127.0999393379077,1060.57
1246.5588550632274,1267.2852
1412.684111021851,1405.363
1449.3966479127748,1437.7002
1415.4256115718745,1400.1158
1405.7282063227856,1344.823
1423.828774694614,1494.4629
1305.1951509812307,1481.4836
1047.901089057684,1049.99
848.1821296988363,937.6884
835.8806516587725,795.72314
1149.1588347608779,936.27814
1430.9634961149295,1492.5206
1447.9573042297416,1509.952
1116.998791960418,1268.9672
713.6117593423588,834.53156
397.2793111596633,405.10617
230.20981833751134,275.08762
297.73660522215914,225.03342
471.35344577709856,278.12604
804.3072443341923,589.3565
1134.1298779331792,1086.4255
1217.8063905724323,1187.8081
1082.2372819692396,1125.064
929.8095257008802,833.75024
841.9246464489916,877.61346
940.1086111537073,887.0026
1000.6791834392957,1008.1459
969.830164279622,951.086
1072.9832582789134,905.45856
1278.1146779680319,1230.2527
1402.4742057770825,1426.4688
1532.4973239884152,1426.0409
1556.2381085088837,1543.4838
1522.4375443903675,1594.672
1281.9577373024301,1411.7012
1065.7361796877392,1115.744
908.013692495201,876.3385
816.3548354228213,875.51715
901.1332670687111,849.4945
1041.6633771846837,962.8597
1045.2397810674438,1076.1871
1026.5057182063294,1025.1224
1008.9722196301485,990.38055
1210.1930892591254,1001.1583
1403.2058892751543,1417.5247
1594.5445075554846,1574.7504
1608.852647544091,1666.5884
1368.7653653691173,1431.0616
1132.2838031937965,1142.2417
943.2767988284932,1102.3854
850.7868781072547,851.4039
966.8186665001547,835.06555
1055.2841037150347,1106.5117
1333.6360693695835,1197.2496
1455.0080591353772,1465.7047
1403.171840036965,1484.3416
1232.456430210917,1236.7396
1136.0593426658213,1169.5634
1124.328443171192,1139.1516
1007.4558074564263,1081.607
944.7895165985566,901.5737
845.2025333367571,938.66766
752.3217867473918,714.0346
800.4280501477087,830.94507
754.6247670541009,839.13855
592.1357770977676,630.98834
557.0435298114651,494.98465
628.4712824416558,560.8557
720.406985670842,707.0807
725.5817615646337,729.5278
714.497276537757,685.52563
481.48591893082045,593.40204
378.6267946355511,362.8499
362.85794245434886,350.6121
459.502775389496,377.31375
550.7750946627428,491.28754
697.864667945542,621.9014
667.8900808693918,716.8846
624.8866463303349,554.561
555.7650716164184,620.29956
498.0630794552267,566.70874
427.4849577144837,386.65082
521.0332550221493,452.54578
622.2006524982107,567.2307
548.3597606208142,665.4144
395.66836964661667,414.3978
336.42964777337033,306.65912
341.64330447685796,277.73572
540.4882222030477,461.76657
659.3447606656276,632.30634
620.6146511266497,605.84326
524.6562992428051,516.01807
472.97047775943105,498.0066
