1.262819206799998938e+03,1.234424720700000762e+03,1.289216862699999183e+03,1.351341400899997097e+03,1.511849005899988697e+03,1.392032956499999273e+03,1.406906630700003006e+03,1.583500602299987804e+03,1.553702046999998856e+03,1.416126391800004058e+03,1.442352627200016286e+03,1.596273900700005470e+03,1.523267171500017866e+03,1.490117690899991430e+03,1.428026211099990178e+03
1.312724219700001413e+03,1.293151795099998708e+03,1.316541694200001075e+03,1.302204703499999596e+03,1.339398255299995071e+03,1.404936504600002081e+03,1.404863517599995248e+03,1.343983086200008984e+03,1.393482332899991889e+03,1.418787574299989501e+03,1.574870356600004015e+03,1.433066082800010918e+03,1.332750353900017217e+03,1.461960894500021823e+03,1.412105072200007271e+03
nan,1.274205831499995838e+03,1.283977342500002123e+03,1.347617125599994324e+03,1.413496798399995896e+03,1.468265185600001132e+03,1.494598215699996217e+03,1.410302253700006986e+03,1.428922044900013134e+03,1.594886653699999442e+03,1.622945260500011500e+03,1.468428034399985336e+03,1.343798732499999460e+03,1.569797738099994604e+03,1.586797608199995011e+03
nan,1.289653965999998036e+03,1.293252836500003468e+03,1.340762268999998923e+03,1.354760727500004577e+03,1.309119723199997679e+03,1.356494139400005224e+03,1.395719095399996149e+03,1.362151340500015067e+03,1.395918780799984233e+03,1.431752120200020727e+03,1.485677512199996272e+03,1.335083057799958624e+03,1.426368676399986725e+03,1.360039688299992122e+03
nan,nan,1.298269068800000241e+03,1.472315717199999199e+03,1.444891036599990912e+03,1.334054340000002412e+03,1.411313335400001961e+03,1.594611127899988787e+03,1.425051012399984756e+03,1.387389903300005244e+03,1.462763676400005352e+03,1.659468246699980227e+03,1.550625802499998827e+03,1.414364678899990395e+03,1.420934020299988333e+03
nan,nan,1.287585920500001521e+03,1.379587936199997785e+03,1.294220096400007606e+03,1.349355496899996069e+03,1.441795289100002265e+03,1.394936560500005726e+03,1.340517314400000032e+03,1.367564286899985746e+03,1.466805512799997814e+03,1.464842097399989143e+03,1.408596841900027357e+03,1.412352186599979177e+03,1.449868304900010116e+03
nan,nan,nan,1.442998340600010124e+03,1.307893715000012890e+03,1.458736912399996072e+03,1.585275357000005897e+03,1.489877574900005129e+03,1.351858454400004121e+03,1.522042345699999714e+03,1.683908148199989228e+03,1.525504914699995425e+03,1.432591625800007023e+03,1.555392716600035783e+03,1.565232481300015934e+03
nan,nan,nan,1.433689783000008902e+03,1.298000116099996376e+03,1.340492506800001138e+03,1.364134521699990728e+03,1.484897137799998745e+03,1.340728082200017525e+03,1.378129140499979258e+03,1.464937924800004112e+03,1.494041285699990112e+03,1.529420743499998935e+03,1.410030584499996621e+03,1.385584525699960068e+03
nan,nan,nan,nan,1.480113506599998800e+03,1.350660653200000525e+03,1.365234425999995437e+03,1.542410228599997936e+03,1.521041486899979645e+03,1.364343597300001420e+03,1.510169900800014148e+03,1.593540670899994439e+03,1.739399171199998818e+03,1.361175795500050299e+03,1.355377072100003716e+03
nan,nan,nan,nan,1.342329711800004588e+03,1.331290195900000981e+03,1.383066262599997572e+03,1.319187376200017752e+03,1.357091575200000079e+03,1.355197587800008478e+03,1.492668990600010147e+03,1.395957658200000878e+03,1.516588193699950352e+03,1.359533497199998237e+03,1.361398720700002741e+03
nan,nan,nan,nan,nan,1.463517915499993251e+03,1.591754768800004967e+03,1.371474765099992510e+03,1.367379071800009115e+03,1.540253709399985382e+03,1.645336291699990397e+03,1.388472106799978064e+03,1.426308618100010790e+03,1.519239610400050879e+03,1.592511267900001258e+03
nan,nan,nan,nan,nan,1.343552375599989318e+03,1.411122177600002033e+03,1.365311474099988118e+03,1.373614764500001911e+03,1.414382591100002173e+03,1.511553839699976379e+03,1.377059949799993774e+03,1.401203866099996958e+03,1.398167888399970252e+03,1.434042498899972998e+03
nan,nan,nan,nan,nan,nan,1.483616914600002929e+03,1.510363819299993338e+03,1.562760525699995924e+03,1.401893271499982802e+03,1.546941735000000335e+03,1.589144691399997100e+03,1.537378701700014062e+03,1.422133365299960133e+03,1.454168712000013329e+03
nan,nan,nan,nan,nan,nan,1.479362236600005417e+03,1.374779307300021173e+03,1.404209383299981710e+03,1.382681906599987997e+03,1.524518623199983267e+03,1.450370395200006897e+03,1.351453443299978971e+03,1.422463533399975859e+03,1.446960151600011159e+03
nan,nan,nan,nan,nan,nan,nan,1.451087088200001745e+03,1.458616832900006557e+03,1.533023141899990151e+03,1.629809211099985987e+03,1.445438323199981824e+03,1.365017750800005160e+03,1.586383596099971328e+03,1.521377405099978205e+03
nan,nan,nan,nan,nan,nan,nan,1.454180183899996337e+03,1.461798983099986799e+03,1.419244648299994878e+03,1.484008445199986454e+03,1.446913197199988645e+03,1.369510651700024027e+03,1.358586601199989673e+03,1.343649221200030297e+03
nan,nan,nan,nan,nan,nan,nan,nan,1.600551796100015054e+03,1.419939554700016743e+03,1.472644849900010740e+03,1.558473323000012897e+03,1.524170428099983837e+03,1.334680497199995443e+03,1.373251942300004885e+03
nan,nan,nan,nan,nan,nan,nan,nan,1.373226967599999625e+03,1.403292751399974804e+03,1.431908223700011149e+03,1.365586817199975485e+03,1.411299882300023455e+03,1.327553022800013423e+03,1.402501863700046670e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.598637338200001977e+03,1.480262610699981451e+03,1.367472730800014688e+03,1.468779896299995016e+03,1.461157634500006679e+03,1.601767287699971348e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,1.428012123400025303e+03,1.366379882200009888e+03,1.371442422600026475e+03,1.448738879700016696e+03,1.320592805800028145e+03,1.496567124299996067e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.424231559400010156e+03,1.623810763600020437e+03,1.540996620399993844e+03,1.321057801599963568e+03,1.497164358499983791e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.410490438699984225e+03,1.454516505000006873e+03,1.409816773900005501e+03,1.318611735799990129e+03,1.494195767500030342e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.469811835500004236e+03,1.356473313299997244e+03,1.541962346899963450e+03,1.606669638500025030e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.439725720699992962e+03,1.347742436999978963e+03,1.412058710999961477e+03,1.380785644599993248e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.608190667300019413e+03,1.383963389799988363e+03,1.384834501100005582e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.449147082899988163e+03,1.379096828499983530e+03,1.402884150099998806e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.452949755700014066e+03,1.574917583300033584e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.364637120999977924e+03,1.419347113299998455e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.467931223299994599e+03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.392823138199979439e+03
